id,r,t,p,z,m200b,r200b
45403341532,26.018284,1.568720,-0.002615,0.005980,859036844032.000000,0.232201
45403386367,63.754326,1.564228,-0.084367,0.014682,546659794944.000000,0.199725
45403341923,70.974236,1.561793,-0.074640,0.016352,741895438336.000000,0.221127
45403386377,67.156334,1.560820,-0.071834,0.015469,1796167958528.000000,0.296922
45403478859,71.175369,1.559184,-0.058774,0.016398,117141389312.000000,0.119517
45403393492,122.627220,1.568345,-0.063090,0.028324,1327602335744.000000,0.268462
45403386476,98.909081,1.561448,-0.037291,0.022819,702848303104.000000,0.217177
45403478872,108.800293,1.568976,-0.005594,0.025114,976178249728.000000,0.242309
45403341575,124.906364,1.564559,-0.000983,0.028854,585706962944.000000,0.204371
45403479036,124.344238,1.565430,-0.001250,0.028724,1444743741440.000000,0.276136
45403341924,121.760262,1.567010,-0.000797,0.028122,819989708800.000000,0.228628
45403341568,148.304337,1.565898,-0.092502,0.034302,702848303104.000000,0.217177
45403394430,171.441956,1.566702,-0.096514,0.039703,1015225384960.000000,0.245498
45403394450,179.744751,1.569271,-0.087852,0.041642,780942573568.000000,0.224940
45403394458,176.946350,1.568871,-0.049468,0.040989,1210461061120.000000,0.260322
45403341580,144.496216,1.564064,-0.028410,0.033415,156188508160.000000,0.131546
45403341579,145.466202,1.568032,-0.028560,0.033641,2420922122240.000000,0.327985
45403341598,152.809235,1.567345,-0.031302,0.035351,1639979417600.000000,0.288053
45403341582,149.848785,1.569367,-0.027360,0.034661,3943760134144.000000,0.385920
45403341925,128.852097,1.568852,-0.015190,0.029773,39047127040.000000,0.082869
45403394467,177.827728,1.566482,-0.044012,0.041195,780942573568.000000,0.224940
45403479048,181.741455,1.567951,-0.002134,0.042109,1366649470976.000000,0.271068
45403394539,194.387131,1.569955,-0.080636,0.045071,4295184089088.000000,0.397058
45403394536,189.181030,1.568812,-0.068281,0.043851,3553288781824.000000,0.372738
45403394545,190.143265,1.569951,-0.070345,0.044077,898083979264.000000,0.235667
45403439061,247.439667,1.567272,-0.076861,0.057533,663801167872.000000,0.213078
45403438978,218.929947,1.568354,-0.069230,0.050827,1015225384960.000000,0.245498
45403439063,241.967239,1.568430,-0.064872,0.056245,3319005970432.000000,0.364359
45403439062,241.514862,1.569072,-0.065958,0.056138,2264733581312.000000,0.320774
45403439079,242.144196,1.567405,-0.056069,0.056286,859036844032.000000,0.232201
45403439084,241.694809,1.567487,-0.051806,0.056181,624754032640.000000,0.208816
45403439066,244.829193,1.568033,-0.058989,0.056918,741895438336.000000,0.221127
45403439082,243.047302,1.569270,-0.049152,0.056499,4412325494784.000000,0.400635
45403438965,201.547806,1.567782,-0.046276,0.046750,2186639179776.000000,0.317044
45403438964,201.578110,1.568939,-0.046856,0.046757,1249508065280.000000,0.263091
45403438977,212.768234,1.569484,-0.026829,0.049379,1249508065280.000000,0.263091
45403479593,201.189041,1.569693,-0.020159,0.046665,5037079658496.000000,0.418716
45403479596,213.507919,1.570541,-0.015427,0.049553,2967581753344.000000,0.351016
45403479594,212.794952,1.568045,-0.013759,0.049386,156188508160.000000,0.131546
45403439080,240.795639,1.567130,-0.047319,0.055969,2108544909312.000000,0.313223
45403439089,245.386063,1.566864,-0.048814,0.057049,9683688488960.000000,0.520643
45403439091,248.196243,1.567414,-0.048990,0.057711,15267426992128.000000,0.605966
45403439092,248.540878,1.567608,-0.047865,0.057793,2381874987008.000000,0.326212
45403439081,242.298004,1.569050,-0.048453,0.056323,9957017649152.000000,0.525496
45403479600,237.095856,1.567517,-0.025392,0.055099,1132366790656.000000,0.254598
45403479597,223.363968,1.569445,-0.019262,0.051870,1796167958528.000000,0.296922
45403479604,240.842499,1.568221,-0.001616,0.055980,780942573568.000000,0.224940
45403439075,250.828384,1.567206,-0.082616,0.058332,819989708800.000000,0.228628
45405466896,274.256287,1.567966,-0.076798,0.063862,937131114496.000000,0.239034
45405466760,260.749176,1.567627,-0.058565,0.060674,663801167872.000000,0.213078
45405574316,262.424805,1.567148,-0.054101,0.061069,546659794944.000000,0.199725
45405438960,262.608276,1.569957,-0.052586,0.061113,976178249728.000000,0.242309
45405466759,262.597839,1.568943,-0.049711,0.061110,663801167872.000000,0.213078
45405467096,276.712372,1.568920,-0.066666,0.064441,2499016130560.000000,0.331474
45405438992,268.811035,1.569977,-0.060544,0.062576,1288555200512.000000,0.265804
45405574315,271.535492,1.569350,-0.049675,0.063219,2069497905152.000000,0.311278
45405467098,279.674622,1.570773,-0.055581,0.065142,898083979264.000000,0.235667
45405466998,294.823120,1.570693,-0.088286,0.068730,819989708800.000000,0.228628
45405438984,284.237732,1.568626,-0.070581,0.066223,663801167872.000000,0.213078
45405466890,282.944489,1.570790,-0.067514,0.065916,273329897472.000000,0.158522
45405467189,281.960388,1.568886,-0.064174,0.065683,2342827851776.000000,0.324419
45405467118,288.903534,1.569042,-0.063631,0.067328,12260798889984.000000,0.563248
45405467193,289.440186,1.568666,-0.067927,0.067455,859036844032.000000,0.232201
45405467120,289.120667,1.569569,-0.062078,0.067379,26630141509632.000000,0.729431
45405467089,281.330780,1.567459,-0.059749,0.065534,1366649470976.000000,0.271068
45405467119,288.660797,1.570111,-0.061152,0.067270,1327602335744.000000,0.268462
45405467110,283.955841,1.570593,-0.050942,0.066156,5193268199424.000000,0.423000
45405467114,285.989807,1.569667,-0.049160,0.066638,3045676023808.000000,0.354069
45405438985,289.859070,1.568498,-0.054910,0.067554,937131114496.000000,0.239034
45405466767,252.063461,1.568479,-0.045122,0.058624,1054272454656.000000,0.248606
45405466766,253.118652,1.569295,-0.043672,0.058873,3162817429504.000000,0.358551
45405467091,264.207031,1.570402,-0.048102,0.061490,1444743741440.000000,0.276136
45405466763,258.641785,1.569767,-0.040761,0.060176,1210461061120.000000,0.260322
45405439905,281.072693,1.569087,-0.038875,0.065473,2030450769920.000000,0.309308
45405439906,280.780640,1.569683,-0.033009,0.065404,898083979264.000000,0.235667
45405467107,284.106110,1.568723,-0.047991,0.066191,1093319589888.000000,0.251638
45405467109,283.298126,1.569311,-0.047585,0.066000,741895438336.000000,0.221127
45405467111,284.455292,1.568141,-0.045094,0.066274,3982807269376.000000,0.387189
45405467108,284.307312,1.570764,-0.045106,0.066239,1171413925888.000000,0.257492
45405467199,288.488953,1.568476,-0.046025,0.067229,546659794944.000000,0.199725
45405467200,288.401459,1.568554,-0.044609,0.067209,1366649470976.000000,0.271068
45405467112,285.643860,1.570002,-0.045570,0.066556,28152980045824.000000,0.743079
45405467113,287.174774,1.569271,-0.044876,0.066918,7106577563648.000000,0.469620
45405574317,282.662354,1.568212,-0.038206,0.065849,624754032640.000000,0.208816
45405574319,283.405792,1.568754,-0.036884,0.066026,390471286784.000000,0.178535
45405439907,281.899628,1.567860,-0.033236,0.065669,5544692154368.000000,0.432334
45405472442,304.116333,1.568948,-0.042069,0.070931,1054272454656.000000,0.248606
45405472493,311.007294,1.568524,-0.048797,0.072564,937131114496.000000,0.239034
45405472496,307.298981,1.569075,-0.029252,0.071684,7418954645504.000000,0.476403
45405574322,282.033539,1.567524,-0.021090,0.065701,3201864564736.000000,0.360021
45405574365,294.854034,1.570041,-0.014185,0.068737,429518422016.000000,0.184298
45405574320,283.201904,1.568524,-0.009803,0.065977,7458001518592.000000,0.477237
45405574331,284.483551,1.570055,-0.000281,0.066281,2889487482880.000000,0.347910
45405439239,299.188629,1.569180,-0.022879,0.069764,2733298941952.000000,0.341525
45405439237,342.266541,1.568627,-0.089636,0.079995,1991403634688.000000,0.307312
45405472458,313.412201,1.567870,-0.055921,0.073136,663801167872.000000,0.213078
45405439246,351.457672,1.568071,-0.097529,0.082187,21710204043264.000000,0.681419
45405472642,345.178955,1.569353,-0.068722,0.080690,2303780716544.000000,0.322607
45405473428,349.902039,1.568165,-0.059351,0.081816,3553288781824.000000,0.372738
45405439248,364.743042,1.570153,-0.059355,0.085357,1132366790656.000000,0.254598
45405472499,315.637238,1.568085,-0.027563,0.073664,2342827851776.000000,0.324419
45405472656,318.679016,1.569128,-0.018325,0.074387,859036844032.000000,0.232201
45405439254,363.943848,1.569838,-0.035872,0.085166,1171413925888.000000,0.257492
45405439256,366.179810,1.570317,-0.022394,0.085699,7692284329984.000000,0.482183
45405439257,370.432953,1.570474,-0.013638,0.086714,3670430187520.000000,0.376790
45405473472,374.138824,1.569983,-0.009269,0.087599,859036844032.000000,0.232201
45405439250,395.584015,1.568447,-0.089003,0.092734,12963646799872.000000,0.573811
45405439861,396.755737,1.569425,-0.091981,0.093014,1132366790656.000000,0.254598
45405439249,395.077942,1.570682,-0.088653,0.092612,21475920707584.000000,0.678959
45405439870,396.124237,1.569314,-0.080978,0.092863,702848303104.000000,0.217177
45405473371,387.833740,1.569218,-0.051606,0.090878,937131114496.000000,0.239034
45405439869,419.167603,1.568850,-0.074879,0.098393,1366649470976.000000,0.271068
45405539472,430.483246,1.569107,-0.073762,0.101112,1327602335744.000000,0.268462
45405439880,433.915192,1.568823,-0.074083,0.101937,976178249728.000000,0.242309
45405439881,434.448486,1.570295,-0.075702,0.102065,819989708800.000000,0.228628
45405439872,411.745758,1.569662,-0.063558,0.096609,1679026552832.000000,0.290321
45405539500,423.758911,1.569226,-0.065254,0.099496,4099948675072.000000,0.390948
45405539501,423.479279,1.568667,-0.064303,0.099429,3123770294272.000000,0.357070
45405473553,386.500763,1.569593,-0.035037,0.090559,14369343668224.000000,0.593844
45405473554,387.384979,1.570143,-0.035827,0.090771,1600932282368.000000,0.285749
45405473570,387.188049,1.569220,-0.031163,0.090723,780942573568.000000,0.224940
45405539587,396.841461,1.570581,-0.035643,0.093035,898083979264.000000,0.235667
45405439265,390.128937,1.570504,-0.016431,0.091428,1171413925888.000000,0.257492
45405539599,399.069244,1.568663,-0.023035,0.093568,5388503613440.000000,0.428235
45405439879,420.979034,1.569868,-0.040115,0.098828,819989708800.000000,0.228628
45405539690,433.312378,1.569738,-0.035973,0.101792,663801167872.000000,0.213078
45405539629,419.921692,1.569215,-0.001820,0.098574,1054272454656.000000,0.248606
45405539728,424.804840,1.569964,-0.006595,0.099748,1561885147136.000000,0.283406
45405539738,434.945038,1.570286,-0.006393,0.102185,156188508160.000000,0.131546
45405540319,455.343506,1.569673,-0.071562,0.107104,1444743741440.000000,0.276136
45405540321,458.983887,1.568643,-0.071232,0.107982,507612692480.000000,0.194852
45405439887,471.716187,1.570083,-0.092515,0.111056,2499016130560.000000,0.331474
45405439888,474.084961,1.570181,-0.093243,0.111629,2342827851776.000000,0.324419
45405439856,487.152130,1.569201,-0.096234,0.114794,585706962944.000000,0.204371
45405439897,491.867950,1.570298,-0.083757,0.115936,1054272454656.000000,0.248606
45405545572,496.153015,1.570351,-0.080016,0.116973,9058934325248.000000,0.509197
45405545571,495.755219,1.570446,-0.078824,0.116877,1327602335744.000000,0.268462
45405540369,474.259674,1.569671,-0.064058,0.111672,1600932282368.000000,0.285749
45405545579,491.626801,1.568901,-0.059983,0.115877,1639979417600.000000,0.288053
45405539704,439.402405,1.569279,-0.036028,0.103258,0.000000,0.000000
45405539703,438.199371,1.568515,-0.031770,0.102968,663801167872.000000,0.213078
45405540374,455.216583,1.569097,-0.045317,0.107073,3631383052288.000000,0.375449
45405540583,454.567139,1.570299,-0.031447,0.106916,780942573568.000000,0.224940
45405539720,441.089325,1.570680,-0.022459,0.103665,2342827851776.000000,0.324419
45405540570,456.858521,1.570312,-0.019993,0.107469,2928534618112.000000,0.349470
45405540592,466.701599,1.570713,-0.019011,0.109844,9019886403584.000000,0.508464
45405540662,477.572083,1.569326,-0.032308,0.112474,3982807269376.000000,0.387189
45405540667,487.260803,1.568997,-0.037226,0.114820,1054272454656.000000,0.248606
45405540678,489.269531,1.569407,-0.025467,0.115307,546659794944.000000,0.199725
45405540685,475.588013,1.568926,-0.014920,0.111993,859036844032.000000,0.232201
45405540687,479.655273,1.569412,-0.004713,0.112978,1171413925888.000000,0.257492
45405540688,479.847107,1.569642,-0.003796,0.113025,2928534618112.000000,0.349470
45405540668,495.789307,1.569672,-0.009593,0.116885,741895438336.000000,0.221127
45405545619,498.100281,1.568970,-0.004324,0.117445,663801167872.000000,0.213078
45420151623,506.388153,1.570449,-0.090132,0.119457,898083979264.000000,0.235667
45420151622,508.767029,1.569874,-0.092239,0.120035,4529467162624.000000,0.404150
45420152487,552.837952,1.569700,-0.088203,0.130767,937131114496.000000,0.239034
45420152485,551.871277,1.569649,-0.074907,0.130531,1327602335744.000000,0.268462
45420152494,549.924133,1.570428,-0.060249,0.130056,0.000000,0.000000
45420151706,549.238159,1.570074,-0.055730,0.129889,2889487482880.000000,0.347910
45420151897,520.381531,1.569132,-0.028071,0.122859,5349456740352.000000,0.427199
45420151805,514.768555,1.568961,-0.024409,0.121494,898083979264.000000,0.235667
45420151898,521.925415,1.570307,-0.023173,0.123234,468565557248.000000,0.189722
45420151899,522.250854,1.570630,-0.022122,0.123313,1093319589888.000000,0.251638
45420151901,529.839111,1.570757,-0.011387,0.125158,312377016320.000000,0.165737
45420152704,555.873474,1.569659,-0.028274,0.131508,937131114496.000000,0.239034
45420118497,531.538818,1.569989,-0.020914,0.125571,1054272454656.000000,0.248606
45420118498,532.348267,1.569710,-0.020608,0.125768,6286587985920.000000,0.450815
45420118499,546.814819,1.569408,-0.019670,0.129297,819989708800.000000,0.228628
45420151913,539.971741,1.570525,-0.014419,0.127627,1171413925888.000000,0.257492
45420253990,545.019104,1.569188,-0.001003,0.128859,5115173928960.000000,0.420869
45420152730,558.960022,1.569819,-0.018946,0.132261,702848303104.000000,0.217177
45420150963,593.463867,1.569466,-0.094044,0.140709,585706962944.000000,0.204371
45420152614,592.189209,1.570087,-0.068846,0.140397,1483790876672.000000,0.278602
45420152621,587.119751,1.570511,-0.063496,0.139154,859036844032.000000,0.232201
45420152617,595.539856,1.570769,-0.077781,0.141218,2655204671488.000000,0.338241
45420189704,603.123352,1.570531,-0.076074,0.143080,1132366790656.000000,0.254598
45420152624,594.751404,1.569968,-0.063892,0.141025,1288555200512.000000,0.265804
45420152626,596.486084,1.570499,-0.060572,0.141450,1249508065280.000000,0.263091
45420152627,596.839722,1.570242,-0.059394,0.141536,780942573568.000000,0.224940
45420189707,598.052185,1.570567,-0.055395,0.141833,1054272454656.000000,0.248606
45420189708,598.205322,1.570606,-0.049546,0.141871,1991403634688.000000,0.307312
45420189719,608.774231,1.570690,-0.057696,0.144470,585706962944.000000,0.204371
45420152788,581.741943,1.569852,-0.037146,0.137837,7067530166272.000000,0.468758
45420152786,579.635986,1.569992,-0.033996,0.137321,976178249728.000000,0.242309
45420152785,580.694275,1.569679,-0.036174,0.137580,1522838011904.000000,0.281025
45420152789,583.565613,1.569592,-0.035674,0.138284,4958985388032.000000,0.416541
45420152801,587.900635,1.570403,-0.015637,0.139346,702848303104.000000,0.217177
45420152804,581.015198,1.569406,-0.008381,0.137659,819989708800.000000,0.228628
45420152807,583.999573,1.570382,-0.009130,0.138390,702848303104.000000,0.217177
45420189710,598.713623,1.570182,-0.044415,0.141995,6013257777152.000000,0.444184
45420189711,599.202942,1.570416,-0.044049,0.142116,1757120823296.000000,0.294755
45420189709,597.926025,1.569532,-0.037944,0.141802,702848303104.000000,0.217177
45420152799,598.037842,1.569157,-0.034758,0.141830,1796167958528.000000,0.296922
45420189919,599.808960,1.569932,-0.029847,0.142265,859036844032.000000,0.232201
45420189921,600.888916,1.569880,-0.030325,0.142530,3084723159040.000000,0.355576
45420189920,599.992188,1.570343,-0.030321,0.142310,1874262228992.000000,0.301164
45420189924,610.820374,1.569329,-0.034367,0.144974,819989708800.000000,0.228628
45420189923,611.500000,1.570589,-0.034515,0.145141,663801167872.000000,0.213078
45420189937,621.720154,1.570530,-0.014274,0.147656,780942573568.000000,0.224940
45420118703,648.540039,1.570466,-0.082504,0.154271,8356085366784.000000,0.495672
45420118710,649.954895,1.569725,-0.079457,0.154621,114876651405312.000000,1.187419
45420118711,651.164612,1.569760,-0.078905,0.154920,15931229077504.000000,0.614624
45420189780,632.211487,1.569764,-0.061318,0.150238,1366649470976.000000,0.271068
45420189717,626.982605,1.570366,-0.055063,0.148950,4021854404608.000000,0.388450
45420188958,664.995056,1.569898,-0.093904,0.158337,859036844032.000000,0.232201
45420188957,665.778625,1.570459,-0.094676,0.158532,4138995810304.000000,0.392186
45420188972,657.810242,1.570027,-0.075392,0.156561,507612692480.000000,0.194852
45420188977,657.078674,1.570139,-0.075531,0.156381,1639979417600.000000,0.288053
45420118719,659.792480,1.570645,-0.074079,0.157051,26708235255808.000000,0.730144
45420118721,660.458984,1.569384,-0.074326,0.157216,5193268199424.000000,0.423000
45420190675,662.970886,1.569982,-0.066018,0.157836,2694251806720.000000,0.339891
45420190674,662.756104,1.570062,-0.065729,0.157783,1600932282368.000000,0.285749
45420190676,663.973633,1.569534,-0.063293,0.158084,2616157536256.000000,0.336574
45420190677,664.825439,1.569307,-0.061796,0.158295,663801167872.000000,0.213078
45420118722,661.164185,1.570264,-0.053355,0.157390,663801167872.000000,0.213078
45420118723,661.556519,1.570539,-0.053584,0.157487,1600932282368.000000,0.285749
45420190697,668.524780,1.570025,-0.059774,0.159213,2225686446080.000000,0.318920
45420190029,628.164368,1.569535,-0.011046,0.149241,3982807269376.000000,0.387189
45420190031,631.422302,1.569747,-0.011471,0.150043,1952356499456.000000,0.305290
45420190035,635.822266,1.569274,-0.011584,0.151130,3397100240896.000000,0.367194
45420190053,649.230469,1.569383,-0.010300,0.154442,1718073688064.000000,0.292555
45420190709,661.096130,1.570734,-0.044173,0.157373,1171413925888.000000,0.257492
45420190710,661.532166,1.569607,-0.042402,0.157481,819989708800.000000,0.228628
45420118725,664.628784,1.570193,-0.043174,0.158246,1015225384960.000000,0.245498
45420118724,664.646790,1.569478,-0.042468,0.158251,741895438336.000000,0.221127
45420190939,666.226196,1.569578,-0.030296,0.158643,1015225384960.000000,0.245498
45420190832,681.748718,1.569785,-0.044681,0.162493,741895438336.000000,0.221127
45420190833,686.849731,1.570751,-0.038142,0.163759,1600932282368.000000,0.285749
45420190946,661.950684,1.569498,-0.023668,0.157584,859036844032.000000,0.232201
45420118706,697.634705,1.570410,-0.085905,0.166435,546659794944.000000,0.199725
45420196218,701.664612,1.569728,-0.087385,0.167438,1015225384960.000000,0.245498
45420196219,704.782776,1.569511,-0.085258,0.168215,702848303104.000000,0.217177
45420196223,705.933533,1.569762,-0.079654,0.168502,1405696606208.000000,0.273626
45420196244,708.374084,1.570791,-0.078476,0.169110,5700880695296.000000,0.436356
45420196247,710.698547,1.569761,-0.067226,0.169689,2342827851776.000000,0.324419
45420196972,712.937317,1.569466,-0.063645,0.170247,468565557248.000000,0.189722
45420196954,703.618225,1.569414,-0.052753,0.167925,1796167958528.000000,0.296922
45420196965,705.430420,1.570764,-0.050945,0.168377,4490419765248.000000,0.402985
45420196976,712.475464,1.570692,-0.057585,0.170132,898083979264.000000,0.235667
45420196341,738.136414,1.570199,-0.077692,0.176533,898083979264.000000,0.235667
45420196349,741.323242,1.569749,-0.074594,0.177330,1913309364224.000000,0.303241
45420197058,729.522888,1.570209,-0.061987,0.174378,507612692480.000000,0.194852
45420197060,733.039734,1.570076,-0.061724,0.175257,468565557248.000000,0.189722
45420196914,747.491211,1.570694,-0.068047,0.178873,663801167872.000000,0.213078
45420197086,737.250610,1.569863,-0.049526,0.176311,585706962944.000000,0.204371
45420190856,698.393494,1.570773,-0.032143,0.166624,780942573568.000000,0.224940
45420197184,701.413757,1.569812,-0.034877,0.167376,741895438336.000000,0.221127
45420196985,710.756897,1.570032,-0.048655,0.169703,663801167872.000000,0.213078
45420197187,704.620850,1.570469,-0.038822,0.168175,898083979264.000000,0.235667
45420118726,695.090149,1.569784,-0.023097,0.165803,3240911699968.000000,0.361478
45420197079,726.423584,1.569689,-0.048514,0.173606,1757120823296.000000,0.294755
45420197293,731.729431,1.569608,-0.038416,0.174930,2733298941952.000000,0.341525
45420197088,742.041992,1.570257,-0.046795,0.177510,624754032640.000000,0.208816
45420197935,746.807373,1.570584,-0.043054,0.178702,1796167958528.000000,0.296922
45420197296,746.798035,1.570062,-0.038947,0.178699,1913309364224.000000,0.303241
45420197298,745.442261,1.569613,-0.033127,0.178360,8317038493696.000000,0.494898
45420196904,752.234070,1.569985,-0.086168,0.180059,1679026552832.000000,0.290321
45422223325,762.384216,1.570772,-0.087394,0.182599,7965614538752.000000,0.487828
45422223333,765.444519,1.569547,-0.086721,0.183367,7497048915968.000000,0.478068
45422223332,763.497375,1.569758,-0.085813,0.182878,780942573568.000000,0.224940
45422223334,762.944763,1.570176,-0.085385,0.182739,0.000000,0.000000
45422223349,760.391235,1.570324,-0.079253,0.182100,976178249728.000000,0.242309
45422223351,760.450562,1.570507,-0.076606,0.182115,3982807269376.000000,0.387189
45422223343,761.215027,1.569618,-0.074499,0.182306,898083979264.000000,0.235667
45422223341,763.482605,1.570692,-0.075846,0.182874,819989708800.000000,0.228628
45422223324,766.105103,1.570393,-0.087875,0.183533,1171413925888.000000,0.257492
45422223414,771.674622,1.570569,-0.090318,0.184932,3670430187520.000000,0.376790
45422223413,770.338501,1.570400,-0.087764,0.184596,5154220802048.000000,0.421937
45422223421,773.132629,1.569611,-0.086569,0.185298,1132366790656.000000,0.254598
45422223420,773.158508,1.570262,-0.086567,0.185305,11792233267200.000000,0.555979
45422223422,773.763550,1.569903,-0.086370,0.185457,741895438336.000000,0.221127
45422223437,770.734924,1.570359,-0.084393,0.184696,19172140515328.000000,0.653758
45422223435,772.381592,1.570760,-0.084240,0.185110,663801167872.000000,0.213078
45422223424,774.044983,1.570248,-0.085003,0.185528,1366649470976.000000,0.271068
45422223438,774.529663,1.570132,-0.084347,0.185649,702848303104.000000,0.217177
45422223432,780.249084,1.570164,-0.083532,0.187086,390471286784.000000,0.178535
45422224078,764.220581,1.569953,-0.058845,0.183059,2655204671488.000000,0.338241
45422224077,768.123840,1.570285,-0.060049,0.184040,4021854404608.000000,0.388450
45422224083,777.534851,1.569969,-0.059084,0.186404,585706962944.000000,0.204371
45422215693,811.785645,1.570281,-0.097207,0.195027,4451372892160.000000,0.401814
45422223441,783.763062,1.570108,-0.067378,0.187969,3436147376128.000000,0.368596
45422273409,809.998230,1.570344,-0.068778,0.194576,937131114496.000000,0.239034
45422224031,757.967041,1.569923,-0.039499,0.181494,937131114496.000000,0.239034
45422224183,751.195923,1.569716,-0.034888,0.179800,234282778624.000000,0.150582
45422224185,759.675659,1.570460,-0.035197,0.181921,1132366790656.000000,0.254598
45422224099,779.845154,1.569674,-0.045110,0.186985,1874262228992.000000,0.301164
45422215204,764.701355,1.570244,-0.005172,0.183180,1093319589888.000000,0.251638
45422215203,768.754089,1.569855,-0.013831,0.184198,1210461061120.000000,0.260322
45422224283,774.183594,1.570792,-0.012038,0.185562,1171413925888.000000,0.257492
45422224284,775.649109,1.570324,-0.009115,0.185931,819989708800.000000,0.228628
45422215694,812.771362,1.570687,-0.097500,0.195276,898083979264.000000,0.235667
45422215746,826.674072,1.570000,-0.075560,0.198784,1991403634688.000000,0.307312
45422215747,829.369873,1.569956,-0.080450,0.199464,898083979264.000000,0.235667
45422275165,823.218689,1.570663,-0.051482,0.197912,1054272454656.000000,0.248606
45422215760,829.761230,1.570080,-0.071948,0.199564,859036844032.000000,0.232201
45422215761,835.209229,1.570546,-0.064003,0.200945,1600932282368.000000,0.285749
45422215762,835.478149,1.570447,-0.053433,0.201013,780942573568.000000,0.224940
45422275243,832.226440,1.570351,-0.051644,0.200188,819989708800.000000,0.228628
45422273529,842.967224,1.569959,-0.057490,0.202911,976178249728.000000,0.242309
45422215786,861.341797,1.570137,-0.077240,0.207568,898083979264.000000,0.235667
45422215789,869.587769,1.570377,-0.081501,0.209666,3084723159040.000000,0.355576
45422215763,853.835449,1.570769,-0.067659,0.205666,1718073688064.000000,0.292555
45422215788,858.413574,1.570748,-0.071277,0.206826,663801167872.000000,0.213078
45422215791,856.293518,1.570250,-0.063772,0.206289,819989708800.000000,0.228628
45422215766,846.976624,1.570067,-0.057788,0.203927,1054272454656.000000,0.248606
45422273530,845.920227,1.569850,-0.056574,0.203659,5232315072512.000000,0.424057
45422215792,860.609436,1.570741,-0.055225,0.207383,2655204671488.000000,0.338241
45422215793,860.886719,1.570607,-0.054636,0.207453,2381874987008.000000,0.326212
45422215794,862.434204,1.570262,-0.052428,0.207845,1874262228992.000000,0.301164
45422275907,863.540833,1.570224,-0.050113,0.208127,1015225384960.000000,0.245498
45422275908,866.960327,1.569982,-0.050103,0.208997,2538063265792.000000,0.333192
45422275379,825.100586,1.570269,-0.001779,0.198387,1835215093760.000000,0.299058
45422275424,831.359680,1.569873,-0.002130,0.199969,1054272454656.000000,0.248606
45422275425,830.177063,1.570381,-0.002947,0.199669,1366649470976.000000,0.271068
45422275918,868.629578,1.570778,-0.048225,0.209422,741895438336.000000,0.221127
45422275919,871.130676,1.570460,-0.044289,0.210059,702848303104.000000,0.217177
45422215811,854.322876,1.570027,-0.021692,0.205789,2499016130560.000000,0.331474
45422275427,853.301697,1.569654,-0.006290,0.205530,898083979264.000000,0.235667
45422275415,853.496521,1.570301,-0.005712,0.205580,780942573568.000000,0.224940
45422215784,896.249146,1.570723,-0.082223,0.216454,1952356499456.000000,0.305290
45422215785,898.196350,1.569908,-0.082473,0.216952,741895438336.000000,0.221127
45422274294,900.969604,1.569794,-0.081407,0.217661,2147592044544.000000,0.315145
45422274293,900.648499,1.570665,-0.081450,0.217579,8277991620608.000000,0.494123
45422215800,883.657104,1.569950,-0.053009,0.213248,702848303104.000000,0.217177
45422215798,899.136536,1.570788,-0.073077,0.217193,937131114496.000000,0.239034
45422215797,900.091675,1.570599,-0.067690,0.217437,1757120823296.000000,0.294755
45422215804,895.976501,1.570766,-0.059073,0.216385,1522838011904.000000,0.281025
45422215803,896.267273,1.570788,-0.059382,0.216459,1522838011904.000000,0.281025
45422215801,895.624634,1.570172,-0.057056,0.216295,2147592044544.000000,0.315145
45422215806,895.648376,1.570405,-0.049388,0.216301,859036844032.000000,0.232201
45422281172,918.078186,1.570400,-0.092071,0.222037,702848303104.000000,0.217177
45422281196,907.061646,1.569972,-0.085232,0.219220,585706962944.000000,0.204371
45422281197,907.664917,1.570259,-0.085594,0.219374,1405696606208.000000,0.273626
45422281183,925.303528,1.570610,-0.093822,0.223885,6325634859008.000000,0.451746
45422281182,926.431519,1.570682,-0.096889,0.224173,624754032640.000000,0.208816
45422281206,929.553040,1.570476,-0.089558,0.224972,624754032640.000000,0.208816
45422281207,930.364685,1.570027,-0.088300,0.225180,1015225384960.000000,0.245498
45422281211,928.536377,1.570012,-0.080980,0.224712,39047127040.000000,0.082869
45422215827,923.050720,1.569849,-0.075364,0.223309,1952356499456.000000,0.305290
45422215828,923.171936,1.570294,-0.074723,0.223340,663801167872.000000,0.213078
45422215826,924.941833,1.570537,-0.076047,0.223792,1522838011904.000000,0.281025
45422281210,927.940002,1.569724,-0.079251,0.224559,1171413925888.000000,0.257492
45422281297,936.238953,1.570782,-0.078703,0.226690,1874262228992.000000,0.301164
45422281296,936.607300,1.570414,-0.078782,0.226784,1444743741440.000000,0.276136
45422215825,915.535034,1.570418,-0.067709,0.221387,819989708800.000000,0.228628
45422215831,937.360229,1.569806,-0.067400,0.226978,1639979417600.000000,0.288053
45422281427,924.982483,1.569764,-0.060379,0.223803,6716106211328.000000,0.460857
45422281530,934.026489,1.570034,-0.052956,0.226121,4021854404608.000000,0.388450
45422215810,875.654907,1.570768,-0.038183,0.211211,6598965067776.000000,0.458161
45422276056,891.772217,1.569904,-0.042687,0.215314,2889487482880.000000,0.347910
45422276109,895.418457,1.570591,-0.038327,0.216243,780942573568.000000,0.224940
45422276079,898.928711,1.569700,-0.045194,0.217140,11050337435648.000000,0.544066
