id,r,t,p,z,m200b,r200b
60280537873,1657.921997,1.570616,0.096242,0.421975,6013257777152.000000,0.444184
60280537872,1657.830322,1.570785,0.096209,0.421949,1835215093760.000000,0.299058
60280537932,1657.631714,1.570724,0.097140,0.421892,18156915523584.000000,0.642008
60280606372,1663.901123,1.570473,0.093807,0.423687,1210461061120.000000,0.260322
60280537929,1663.531860,1.570614,0.094984,0.423582,1015225384960.000000,0.245498
60280537930,1663.509888,1.570286,0.095348,0.423575,2889487482880.000000,0.347910
60280537833,1664.156494,1.570794,0.088931,0.423761,1327602335744.000000,0.268462
60280537820,1672.165161,1.570449,0.074999,0.426054,5154220802048.000000,0.421937
60280537867,1675.831177,1.570631,0.086887,0.427104,780942573568.000000,0.224940
60280537938,1673.732910,1.570684,0.096072,0.426503,1171413925888.000000,0.257492
60280537939,1677.465698,1.570338,0.098022,0.427573,585706962944.000000,0.204371
60280537943,1683.488892,1.570383,0.093182,0.429299,741895438336.000000,0.221127
60280537585,1715.681030,1.570511,0.015796,0.438573,2069497905152.000000,0.311278
60280537445,1690.345459,1.570587,0.035491,0.431274,663801167872.000000,0.213078
60280537452,1689.273560,1.570398,0.039704,0.430965,117141389312.000000,0.119517
60280537589,1714.120850,1.570776,0.024565,0.438123,702848303104.000000,0.217177
60280537593,1712.888306,1.570613,0.028131,0.437768,429518422016.000000,0.184298
60280537597,1714.174316,1.570455,0.031635,0.438139,429518422016.000000,0.184298
60280537627,1712.959106,1.570779,0.036713,0.437789,1132366790656.000000,0.254598
60280537661,1709.871094,1.570545,0.048251,0.436899,1600932282368.000000,0.285749
60280537662,1710.222778,1.570704,0.048325,0.437000,1366649470976.000000,0.271068
60280598743,1727.157471,1.570345,0.002723,0.441895,0.000000,0.000000
60280598742,1733.288818,1.570470,0.000789,0.443672,1679026552832.000000,0.290321
60280537586,1719.703003,1.570339,0.014536,0.439735,312377016320.000000,0.165737
60280598683,1721.359131,1.570644,0.012746,0.440215,898083979264.000000,0.235667
60280598755,1726.564575,1.570521,0.015413,0.441723,624754032640.000000,0.208816
60280598897,1720.751343,1.570288,0.031596,0.440039,32291975856128.000000,0.777842
60280537611,1721.235229,1.570567,0.032041,0.440179,507612692480.000000,0.194852
60280537634,1725.960449,1.570509,0.032247,0.441548,468565557248.000000,0.189722
60280537637,1730.623047,1.570490,0.035891,0.442899,6520870797312.000000,0.456347
60280537638,1730.853394,1.570691,0.035919,0.442966,1952356499456.000000,0.305290
60280537642,1731.354126,1.570391,0.037588,0.443111,1327602335744.000000,0.268462
60280599615,1747.814819,1.570370,0.028981,0.447881,3826618728448.000000,0.382060
60280599012,1747.900146,1.570710,0.029326,0.447905,3006628888576.000000,0.352549
60280537709,1738.560791,1.570258,0.047225,0.445199,741895438336.000000,0.221127
60280537651,1743.943970,1.570752,0.041350,0.446759,1327602335744.000000,0.268462
60280600071,1749.578857,1.570288,0.047272,0.448392,2030450769920.000000,0.309308
60280600076,1748.189819,1.570405,0.048079,0.447989,780942573568.000000,0.224940
60280537545,1698.439819,1.570605,0.050796,0.433606,1132366790656.000000,0.254598
60280537546,1700.272095,1.570552,0.050759,0.434134,663801167872.000000,0.213078
60280537862,1702.700317,1.570242,0.071711,0.434833,780942573568.000000,0.224940
60280537686,1708.197632,1.570639,0.057435,0.436417,39047127040.000000,0.082869
60280538020,1716.019653,1.570539,0.060954,0.438670,4178042683392.000000,0.393415
60280538018,1716.615479,1.570636,0.061276,0.438842,1366649470976.000000,0.271068
60280538021,1717.473633,1.570397,0.060969,0.439089,3240911699968.000000,0.361478
60280538019,1717.135498,1.570716,0.060965,0.438992,42756604952576.000000,0.854137
60280538022,1717.841553,1.570765,0.060460,0.439195,1288555200512.000000,0.265804
60280538023,1707.013550,1.570443,0.066017,0.436076,859036844032.000000,0.232201
60280538024,1706.950684,1.570775,0.066284,0.436058,33580531056640.000000,0.788054
60280538027,1710.712402,1.570254,0.064113,0.437141,0.000000,0.000000
60280538030,1708.506958,1.570506,0.068097,0.436506,1210461061120.000000,0.260322
60280538031,1710.129639,1.570542,0.068652,0.436974,1952356499456.000000,0.305290
60280538014,1711.782959,1.570359,0.063761,0.437450,1913309364224.000000,0.303241
60280538013,1712.140869,1.570527,0.063267,0.437553,702848303104.000000,0.217177
60280538004,1714.307739,1.570588,0.062503,0.438177,819989708800.000000,0.228628
60280538005,1713.178101,1.570774,0.062905,0.437852,819989708800.000000,0.228628
60280538032,1713.108765,1.570783,0.069781,0.437832,1366649470976.000000,0.271068
60280538041,1716.244507,1.570643,0.072369,0.438735,2420922122240.000000,0.327985
60280537868,1690.260742,1.570466,0.084924,0.431250,0.000000,0.000000
60280604535,1702.748047,1.570793,0.084246,0.434847,741895438336.000000,0.221127
60280537944,1692.095825,1.570318,0.090039,0.431778,429518422016.000000,0.184298
60280606540,1701.093018,1.570560,0.095916,0.434370,3592335917056.000000,0.374098
60280538044,1706.010498,1.570250,0.081936,0.435787,6286587985920.000000,0.450815
60280604534,1703.368164,1.570296,0.082844,0.435026,585706962944.000000,0.204371
60280612097,1715.948486,1.570579,0.081732,0.438650,1015225384960.000000,0.245498
60280537698,1719.417114,1.570519,0.053620,0.439652,819989708800.000000,0.228628
60280599961,1725.282349,1.570530,0.054906,0.441352,1561885147136.000000,0.283406
60280537699,1719.302734,1.570626,0.057979,0.439619,1171413925888.000000,0.257492
60280537715,1733.216309,1.570250,0.049774,0.443651,468565557248.000000,0.189722
60280537712,1732.939209,1.570710,0.050498,0.443570,976178249728.000000,0.242309
60280537711,1733.793701,1.570702,0.050636,0.443818,1796167958528.000000,0.296922
60280611962,1733.296997,1.570288,0.058346,0.443674,507612692480.000000,0.194852
60280537714,1734.565796,1.570269,0.049488,0.444042,1327602335744.000000,0.268462
60280537716,1735.472412,1.570585,0.049838,0.444304,3006628888576.000000,0.352549
60280611966,1740.959961,1.570512,0.059937,0.445894,859036844032.000000,0.232201
60280600097,1746.551025,1.570369,0.052790,0.447515,702848303104.000000,0.217177
60280600098,1747.087769,1.570434,0.053036,0.447670,2967581753344.000000,0.351016
60280612107,1735.165894,1.570354,0.086825,0.444215,937131114496.000000,0.239034
60280613062,1738.183838,1.570322,0.091295,0.445090,78094254080.000000,0.104408
60280538046,1739.894409,1.570491,0.086271,0.445586,13822683250688.000000,0.586216
60280538047,1740.607422,1.570647,0.086408,0.445792,429518422016.000000,0.184298
60280613061,1738.870728,1.570652,0.090345,0.445289,0.000000,0.000000
60280613073,1745.845337,1.570452,0.090891,0.447310,2381874987008.000000,0.326212
60280538051,1745.295654,1.570277,0.093806,0.447151,585706962944.000000,0.204371
60282636874,1762.430298,1.570293,0.001760,0.452133,10698913480704.000000,0.538236
60282637099,1756.769409,1.570631,0.021718,0.450483,4998032261120.000000,0.417631
60282637078,1758.355347,1.570777,0.019183,0.450945,1171413925888.000000,0.257492
60282634261,1772.777588,1.570775,0.003649,0.455149,1600932282368.000000,0.285749
60280600666,1750.922119,1.570327,0.036648,0.448781,937131114496.000000,0.239034
60282637995,1764.273438,1.570236,0.045272,0.452670,3514241646592.000000,0.371367
60282637106,1776.946777,1.570567,0.029079,0.456364,702848303104.000000,0.217177
60282637757,1776.176392,1.570661,0.033998,0.456139,546659794944.000000,0.199725
60282637776,1768.961548,1.570311,0.041073,0.454036,2342827851776.000000,0.324419
60282638001,1772.966187,1.570566,0.047816,0.455204,1054272454656.000000,0.248606
60282637997,1773.812988,1.570449,0.046811,0.455450,741895438336.000000,0.221127
60282638000,1774.114136,1.570251,0.047568,0.455538,624754032640.000000,0.208816
60282637170,1794.356323,1.570650,0.013373,0.461450,741895438336.000000,0.221127
60282634271,1794.859375,1.570374,0.020987,0.461598,1991403634688.000000,0.307312
60282634272,1795.438843,1.570375,0.021160,0.461768,1132366790656.000000,0.254598
60282634338,1799.549683,1.570735,0.010222,0.462973,4099948675072.000000,0.390948
60282634270,1797.656128,1.570331,0.013950,0.462418,1835215093760.000000,0.299058
60282634381,1805.612915,1.570562,0.016961,0.464751,1874262228992.000000,0.301164
60282637194,1783.191162,1.570509,0.026765,0.458184,741895438336.000000,0.221127
60282637195,1786.578979,1.570778,0.024749,0.459171,2303780716544.000000,0.322607
60282637857,1781.384399,1.570685,0.033238,0.457657,1249508065280.000000,0.263091
60282638073,1784.903687,1.570289,0.047327,0.458683,741895438336.000000,0.221127
60282634273,1791.556274,1.570645,0.037799,0.460629,780942573568.000000,0.224940
60282634276,1800.265747,1.570627,0.043751,0.463183,898083979264.000000,0.235667
60282634277,1799.696899,1.570535,0.046476,0.463016,3240911699968.000000,0.361478
60282634278,1800.788330,1.570739,0.044787,0.463336,195235643392.000000,0.141703
60282634452,1806.546753,1.570765,0.043046,0.465025,1952356499456.000000,0.305290
60282638014,1757.853516,1.570724,0.055758,0.450799,663801167872.000000,0.213078
60280611992,1753.107300,1.570262,0.067196,0.449415,937131114496.000000,0.239034
60280611993,1750.429199,1.570262,0.069169,0.448638,2459969257472.000000,0.329739
60280611994,1750.948730,1.570571,0.069265,0.448789,5935163506688.000000,0.442253
60282640875,1757.561035,1.570727,0.069051,0.450713,1171413925888.000000,0.257492
60282640952,1763.508911,1.570765,0.065136,0.452447,13354117627904.000000,0.579515
60282640955,1765.306030,1.570384,0.067122,0.452971,898083979264.000000,0.235667
60282641197,1758.099243,1.570420,0.069880,0.450870,1054272454656.000000,0.248606
60282640956,1762.271729,1.570322,0.067897,0.452086,1796167958528.000000,0.296922
60282638020,1767.200806,1.570538,0.054103,0.453523,702848303104.000000,0.217177
60282638021,1775.822876,1.570530,0.050168,0.456036,780942573568.000000,0.224940
60282634283,1771.156250,1.570440,0.063124,0.454676,1249508065280.000000,0.263091
60282640936,1777.896851,1.570585,0.064414,0.456641,1249508065280.000000,0.263091
60282641045,1779.245483,1.570275,0.064171,0.457034,819989708800.000000,0.228628
60282640935,1780.852539,1.570688,0.065570,0.457502,663801167872.000000,0.213078
60282641240,1766.305786,1.570452,0.081516,0.453262,468565557248.000000,0.189722
60282641241,1773.951294,1.570584,0.080915,0.455491,4529467162624.000000,0.404150
60282641242,1775.337036,1.570249,0.080518,0.455895,859036844032.000000,0.232201
60282642129,1770.648560,1.570452,0.097330,0.454528,859036844032.000000,0.232201
60282642104,1775.767578,1.570566,0.086549,0.456020,937131114496.000000,0.239034
60282642103,1776.315063,1.570448,0.086122,0.456180,1054272454656.000000,0.248606
60282642102,1774.832153,1.570693,0.089615,0.455747,1093319589888.000000,0.251638
60282634285,1784.717285,1.570742,0.067012,0.458629,1913309364224.000000,0.303241
60282634291,1785.389160,1.570308,0.068385,0.458825,819989708800.000000,0.228628
60282634300,1789.246582,1.570262,0.070564,0.459952,1600932282368.000000,0.285749
60282634293,1789.607544,1.570734,0.070973,0.460058,1210461061120.000000,0.260322
60282634296,1792.712524,1.570446,0.071853,0.460968,937131114496.000000,0.239034
60282634295,1794.350586,1.570244,0.071457,0.461449,1991403634688.000000,0.307312
60282634279,1804.526978,1.570768,0.054772,0.464432,1679026552832.000000,0.290321
60282634298,1782.438232,1.570622,0.078506,0.457964,78094254080.000000,0.104408
60282642214,1789.903687,1.570784,0.081194,0.460145,1405696606208.000000,0.273626
60282642141,1783.941895,1.570490,0.092842,0.458403,507612692480.000000,0.194852
60282642143,1783.046631,1.570570,0.095935,0.458142,937131114496.000000,0.239034
60282642142,1785.462158,1.570484,0.094047,0.458846,1093319589888.000000,0.251638
60282642247,1794.707886,1.570393,0.095830,0.461553,1210461061120.000000,0.260322
60282634305,1799.736328,1.570253,0.081463,0.463028,1093319589888.000000,0.251638
60282634308,1803.450317,1.570501,0.080940,0.464117,624754032640.000000,0.208816
60282634307,1804.492310,1.570295,0.081100,0.464422,1015225384960.000000,0.245498
60282634311,1802.374146,1.570573,0.085754,0.463801,859036844032.000000,0.232201
60282634971,1808.679199,1.570701,0.078818,0.465650,1444743741440.000000,0.276136
60282634245,1819.431885,1.570465,0.000727,0.468803,859036844032.000000,0.232201
60282634350,1827.030273,1.570365,0.006220,0.471039,585706962944.000000,0.204371
60282634352,1827.542847,1.570361,0.006504,0.471190,4724702576640.000000,0.409875
60282634351,1827.715698,1.570781,0.006675,0.471241,702848303104.000000,0.217177
60282634383,1813.220581,1.570645,0.014504,0.466981,5661833822208.000000,0.435357
60282634385,1823.588013,1.570600,0.016378,0.470023,1171413925888.000000,0.257492
60282634347,1837.761475,1.570759,0.004961,0.474204,1835215093760.000000,0.299058
60282634348,1837.136719,1.570780,0.007316,0.474020,702848303104.000000,0.217177
60282634358,1842.395874,1.570400,0.006650,0.475571,1288555200512.000000,0.265804
60282634357,1842.139893,1.570691,0.006690,0.475496,1210461061120.000000,0.260322
60282634450,1819.549072,1.570626,0.032521,0.468837,351424151552.000000,0.172373
60282634448,1820.568726,1.570486,0.032264,0.469136,937131114496.000000,0.239034
60282634484,1824.187866,1.570406,0.045961,0.470200,663801167872.000000,0.213078
60282634491,1833.705322,1.570319,0.045307,0.473008,11831280140288.000000,0.556592
60282634492,1833.240723,1.570748,0.045711,0.472871,1327602335744.000000,0.268462
60282634374,1850.964355,1.570759,0.010844,0.478099,741895438336.000000,0.221127
60282634406,1852.953979,1.570346,0.007077,0.478686,624754032640.000000,0.208816
60282634418,1862.904663,1.570707,0.008236,0.481630,4099948675072.000000,0.390948
60282634419,1863.436157,1.570727,0.008323,0.481788,937131114496.000000,0.239034
60282634412,1872.328857,1.570541,0.008301,0.484427,780942573568.000000,0.224940
60282634427,1860.476807,1.570413,0.021878,0.480910,4763749974016.000000,0.411001
60282634430,1860.514160,1.570668,0.022282,0.480921,2147592044544.000000,0.315145
60282634431,1861.487183,1.570691,0.022657,0.481210,859036844032.000000,0.232201
60282634401,1853.664185,1.570383,0.026637,0.478895,2967581753344.000000,0.351016
60282634398,1856.123291,1.570310,0.025869,0.479620,3123770294272.000000,0.357070
60282634399,1856.804443,1.570511,0.025937,0.479821,18664526970880.000000,0.647936
60282634434,1858.088623,1.570360,0.024776,0.480201,1210461061120.000000,0.260322
60282634433,1858.618774,1.570583,0.024633,0.480359,1561885147136.000000,0.283406
60282634435,1858.763306,1.570364,0.026500,0.480401,351424151552.000000,0.172373
60282655705,1858.443481,1.570544,0.026634,0.480306,3201864564736.000000,0.360021
60282634494,1855.176392,1.570786,0.043463,0.479341,702848303104.000000,0.217177
60282634498,1853.731079,1.570543,0.048002,0.478915,1171413925888.000000,0.257492
60282634499,1854.578369,1.570294,0.048340,0.479165,273329897472.000000,0.158522
60282634495,1855.718262,1.570710,0.043528,0.479501,1015225384960.000000,0.245498
60282634497,1856.310547,1.570453,0.046967,0.479676,1171413925888.000000,0.257492
60282656918,1856.069336,1.570271,0.047564,0.479605,1874262228992.000000,0.301164
60282634563,1858.165283,1.570791,0.047322,0.480224,624754032640.000000,0.208816
60282658008,1858.856079,1.570587,0.047377,0.480429,663801167872.000000,0.213078
60282634519,1862.721558,1.570699,0.033296,0.481576,741895438336.000000,0.221127
60282634529,1866.223389,1.570298,0.038896,0.482615,1835215093760.000000,0.299058
60282658011,1859.694336,1.570381,0.047036,0.480678,2420922122240.000000,0.327985
60282634490,1813.081055,1.570560,0.059539,0.466941,1405696606208.000000,0.273626
60282634901,1813.418945,1.570524,0.066947,0.467040,0.000000,0.000000
60282634952,1828.002686,1.570300,0.066210,0.471325,507612692480.000000,0.194852
60282634962,1821.254883,1.570386,0.070822,0.469337,976178249728.000000,0.242309
60282634977,1827.545288,1.570300,0.072152,0.471191,546659794944.000000,0.199725
60282634500,1835.492554,1.570650,0.051239,0.473535,937131114496.000000,0.239034
60282634503,1840.351440,1.570474,0.057875,0.474968,1405696606208.000000,0.273626
60282634893,1828.882568,1.570653,0.062633,0.471585,780942573568.000000,0.224940
60282634951,1829.043701,1.570506,0.065767,0.471633,898083979264.000000,0.235667
60282634947,1829.784180,1.570508,0.065065,0.471851,4451372892160.000000,0.401814
60282634949,1829.326660,1.570400,0.065200,0.471716,6169446318080.000000,0.447997
60282634948,1829.786865,1.570483,0.065374,0.471852,2147592044544.000000,0.315145
60282634945,1832.276978,1.570735,0.063054,0.472586,1249508065280.000000,0.263091
60282634975,1833.024902,1.570379,0.069249,0.472807,741895438336.000000,0.221127
60282671934,1819.144165,1.570691,0.080119,0.468718,507612692480.000000,0.194852
60282671933,1818.550537,1.570555,0.080774,0.468544,624754032640.000000,0.208816
60282673875,1818.401978,1.570608,0.081443,0.468501,663801167872.000000,0.213078
60282673900,1813.395874,1.570633,0.093393,0.467033,624754032640.000000,0.208816
60282673903,1814.567749,1.570430,0.093223,0.467376,468565557248.000000,0.189722
60282674116,1813.486572,1.570302,0.095881,0.467059,3045676023808.000000,0.354069
60282673888,1824.029785,1.570295,0.088491,0.470154,1171413925888.000000,0.257492
60282672070,1834.083740,1.570676,0.079304,0.473119,1015225384960.000000,0.245498
60282672065,1836.320190,1.570593,0.074598,0.473779,663801167872.000000,0.213078
60282672072,1837.882568,1.570652,0.079954,0.474240,819989708800.000000,0.228628
60282672073,1839.527832,1.570278,0.080103,0.474725,5466597883904.000000,0.430294
60282672074,1840.146484,1.570473,0.080134,0.474908,663801167872.000000,0.213078
60282674258,1834.378662,1.570707,0.097305,0.473206,4880891117568.000000,0.414343
60282674256,1835.146729,1.570463,0.097531,0.473433,39047127040.000000,0.082869
60282673998,1842.278198,1.570509,0.087249,0.475536,390471286784.000000,0.178535
60282635097,1837.418823,1.570666,0.097818,0.474103,741895438336.000000,0.221127
60282674259,1837.905640,1.570318,0.098124,0.474247,2459969257472.000000,0.329739
60282635098,1838.264282,1.570680,0.097442,0.474352,3045676023808.000000,0.354069
60282674027,1840.207642,1.570415,0.094442,0.474926,741895438336.000000,0.221127
60282634511,1847.834839,1.570276,0.052675,0.477176,468565557248.000000,0.189722
60282634507,1853.071899,1.570473,0.049320,0.478720,3865665863680.000000,0.383355
60282635002,1855.528931,1.570480,0.061763,0.479445,1561885147136.000000,0.283406
60282635000,1858.446777,1.570398,0.062639,0.480307,624754032640.000000,0.208816
60282635009,1860.347900,1.570304,0.062780,0.480872,468565557248.000000,0.189722
60282635016,1865.314697,1.570343,0.062730,0.482346,702848303104.000000,0.217177
60282635015,1866.358521,1.570341,0.062285,0.482655,390471286784.000000,0.178535
60282672783,1866.228271,1.570570,0.063037,0.482617,4880891117568.000000,0.414343
60282672784,1867.024292,1.570757,0.063525,0.482853,4529467162624.000000,0.404150
60282635018,1867.348267,1.570516,0.062687,0.482949,663801167872.000000,0.213078
60282672785,1867.392090,1.570679,0.063392,0.482962,1132366790656.000000,0.254598
60282672786,1867.437500,1.570437,0.063752,0.482976,546659794944.000000,0.199725
60282672798,1871.377930,1.570389,0.065304,0.484145,2499016130560.000000,0.331474
60282635021,1872.877075,1.570489,0.065678,0.484590,1249508065280.000000,0.263091
60282635022,1873.517334,1.570545,0.065854,0.484780,741895438336.000000,0.221127
60282673079,1874.705444,1.570720,0.066383,0.485133,3982807269376.000000,0.387189
60282635060,1874.883911,1.570280,0.070371,0.485185,859036844032.000000,0.232201
60282635116,1856.338623,1.570336,0.083418,0.479684,507612692480.000000,0.194852
60282674039,1846.891968,1.570766,0.092901,0.476897,1952356499456.000000,0.305290
60282674277,1847.432739,1.570290,0.093707,0.477057,1405696606208.000000,0.273626
60282674276,1848.657471,1.570333,0.092843,0.477418,4451372892160.000000,0.401814
60282675023,1858.783203,1.570490,0.088682,0.480407,859036844032.000000,0.232201
60282675024,1856.159180,1.570664,0.090477,0.479631,5154220802048.000000,0.421937
60282635118,1860.507568,1.570277,0.083447,0.480919,859036844032.000000,0.232201
60282635115,1861.540039,1.570708,0.083062,0.481225,1874262228992.000000,0.301164
60282635068,1869.403076,1.570434,0.075960,0.483559,1444743741440.000000,0.276136
60282635069,1869.866089,1.570374,0.076711,0.483696,3319005970432.000000,0.364359
60282635125,1870.779419,1.570486,0.082376,0.483967,898083979264.000000,0.235667
60282635130,1870.762085,1.570467,0.083091,0.483962,1913309364224.000000,0.303241
60282635133,1867.211914,1.570509,0.087745,0.482909,1796167958528.000000,0.296922
60282635145,1868.296265,1.570573,0.090912,0.483230,78094254080.000000,0.104408
60282675048,1871.355713,1.570411,0.087997,0.484138,624754032640.000000,0.208816
60282635147,1871.883301,1.570603,0.095081,0.484295,819989708800.000000,0.228628
60282635146,1873.279785,1.570603,0.092043,0.484709,0.000000,0.000000
60282675306,1874.090210,1.570641,0.092374,0.484950,2108544909312.000000,0.313223
60282634250,1879.814697,1.570378,0.000119,0.486649,3748524457984.000000,0.379443
60282655605,1893.503540,1.570270,0.010167,0.490713,4178042683392.000000,0.393415
60282634421,1900.031006,1.570454,0.000220,0.492662,0.000000,0.000000
60282634422,1900.548828,1.570316,0.000456,0.492816,1015225384960.000000,0.245498
60282655614,1898.878174,1.570761,0.012301,0.492318,156188508160.000000,0.131546
60282634443,1881.348389,1.570551,0.025787,0.487104,585706962944.000000,0.204371
60282657840,1877.758057,1.570307,0.035020,0.486038,741895438336.000000,0.221127
60282634537,1879.070557,1.570424,0.035663,0.486428,2303780716544.000000,0.322607
60282634583,1879.949097,1.570727,0.044878,0.486689,351424151552.000000,0.172373
60282634542,1883.691284,1.570312,0.038192,0.487799,507612692480.000000,0.194852
60282634540,1886.051514,1.570708,0.038701,0.488500,702848303104.000000,0.217177
60282634543,1887.384399,1.570785,0.039038,0.488895,312377016320.000000,0.165737
60282634538,1895.098633,1.570739,0.034089,0.491189,1913309364224.000000,0.303241
60282657900,1895.136353,1.570675,0.036052,0.491200,507612692480.000000,0.194852
60282657858,1895.933960,1.570773,0.035854,0.491439,780942573568.000000,0.224940
60282657903,1897.092651,1.570549,0.036228,0.491785,819989708800.000000,0.228628
60282657852,1899.128906,1.570355,0.030402,0.492393,3279958835200.000000,0.362924
60282655852,1904.109619,1.570454,0.025561,0.493880,1132366790656.000000,0.254598
60282657902,1893.906494,1.570327,0.036938,0.490833,2850440347648.000000,0.346336
60282634595,1898.046997,1.570492,0.043230,0.492069,17258831151104.000000,0.631244
60282634772,1897.384033,1.570294,0.046938,0.491872,898083979264.000000,0.235667
60282634616,1897.936035,1.570788,0.046645,0.492036,937131114496.000000,0.239034
60282634773,1898.215332,1.570555,0.047293,0.492120,1327602335744.000000,0.268462
60282663149,1911.706543,1.570599,0.003825,0.496148,429518422016.000000,0.184298
60282634629,1918.643188,1.570668,0.004275,0.498219,1679026552832.000000,0.290321
60282663381,1912.208130,1.570796,0.017950,0.496298,1054272454656.000000,0.248606
60282663167,1925.753662,1.570772,0.010709,0.500342,312377016320.000000,0.165737
60282663171,1926.408447,1.570536,0.010491,0.500538,1483790876672.000000,0.278602
60282663254,1928.094971,1.570603,0.010288,0.501042,663801167872.000000,0.213078
60282634637,1931.986572,1.570450,0.011941,0.502211,1952356499456.000000,0.305290
60282663169,1925.198364,1.570563,0.012915,0.500176,1093319589888.000000,0.251638
60282663170,1925.248779,1.570631,0.012665,0.500192,6169446318080.000000,0.447997
60282663527,1923.483032,1.570313,0.018900,0.499664,624754032640.000000,0.208816
60282665341,1908.677979,1.570526,0.030474,0.495244,663801167872.000000,0.213078
60282665363,1912.309326,1.570302,0.038196,0.496328,1561885147136.000000,0.283406
60282665368,1914.625854,1.570394,0.037915,0.497020,663801167872.000000,0.213078
60282665369,1916.046021,1.570490,0.037664,0.497444,53455519481856.000000,0.920147
60282634777,1917.990601,1.570671,0.048690,0.498024,741895438336.000000,0.221127
60282634776,1921.431030,1.570318,0.048577,0.499052,3045676023808.000000,0.354069
60282665703,1932.176270,1.570741,0.041698,0.502268,390471286784.000000,0.178535
60282665738,1932.287231,1.570549,0.047444,0.502302,546659794944.000000,0.199725
60282665739,1932.205933,1.570661,0.048151,0.502277,5544692154368.000000,0.432334
60282665744,1932.293335,1.570554,0.048687,0.502303,937131114496.000000,0.239034
60282634602,1880.612915,1.570597,0.051487,0.486886,976178249728.000000,0.242309
60282635024,1882.726685,1.570428,0.051819,0.487513,1015225384960.000000,0.245498
60282635026,1884.102783,1.570632,0.055276,0.487921,1366649470976.000000,0.271068
60282635028,1887.297607,1.570351,0.055971,0.488869,859036844032.000000,0.232201
60282635027,1887.063599,1.570495,0.056026,0.488800,1757120823296.000000,0.294755
60282635035,1878.757446,1.570674,0.063402,0.486335,859036844032.000000,0.232201
60282635033,1880.064087,1.570683,0.062450,0.486723,7184671834112.000000,0.471334
60282672931,1879.497803,1.570599,0.063238,0.486555,780942573568.000000,0.224940
60282635057,1875.682373,1.570425,0.070162,0.485422,3631383052288.000000,0.375449
60282635059,1876.531128,1.570300,0.069204,0.485674,0.000000,0.000000
60282635053,1877.234741,1.570529,0.068062,0.485883,3006628888576.000000,0.352549
60282635086,1878.217773,1.570363,0.073223,0.486175,0.000000,0.000000
60282673207,1880.040161,1.570313,0.068734,0.486716,859036844032.000000,0.232201
60282673208,1880.449585,1.570383,0.068741,0.486837,78094254080.000000,0.104408
60282673210,1880.749390,1.570281,0.068737,0.486926,1288555200512.000000,0.265804
60282635076,1880.886597,1.570665,0.067597,0.486967,1835215093760.000000,0.299058
60282635037,1888.170288,1.570582,0.065335,0.489128,1561885147136.000000,0.283406
60282635036,1888.455688,1.570784,0.065252,0.489213,2069497905152.000000,0.311278
60282635077,1883.221924,1.570281,0.068782,0.487660,3201864564736.000000,0.360021
60282635082,1884.353638,1.570745,0.069572,0.487996,3514241646592.000000,0.371367
60282635045,1894.544067,1.570675,0.058784,0.491024,3631383052288.000000,0.375449
60282635046,1897.025391,1.570579,0.058551,0.491764,976178249728.000000,0.242309
60282635155,1902.999634,1.570779,0.058640,0.493548,312377016320.000000,0.165737
60282635047,1891.542725,1.570501,0.063620,0.490129,78094254080.000000,0.104408
60282680465,1901.440552,1.570274,0.062731,0.493083,390471286784.000000,0.178535
60282675145,1879.751343,1.570355,0.084121,0.486630,780942573568.000000,0.224940
60282635138,1880.095581,1.570495,0.084473,0.486732,1054272454656.000000,0.248606
60282635139,1881.431396,1.570598,0.084641,0.487129,1522838011904.000000,0.281025
60282675177,1878.802490,1.570353,0.086153,0.486348,1835215093760.000000,0.299058
60282635141,1880.139893,1.570787,0.087233,0.486745,2147592044544.000000,0.315145
60282635142,1889.133789,1.570451,0.089303,0.489414,937131114496.000000,0.239034
60282673268,1899.925293,1.570331,0.075281,0.492630,1015225384960.000000,0.245498
60282673273,1898.686523,1.570352,0.077634,0.492260,2655204671488.000000,0.338241
60282675163,1899.943726,1.570700,0.077993,0.492636,1483790876672.000000,0.278602
60282675164,1900.334351,1.570607,0.077879,0.492752,819989708800.000000,0.228628
60282675170,1900.071411,1.570748,0.078802,0.492674,11792233267200.000000,0.555979
60282635260,1899.434326,1.570341,0.079669,0.492484,780942573568.000000,0.224940
60282675171,1899.957153,1.570745,0.079691,0.492640,6716106211328.000000,0.460857
60282675166,1900.432495,1.570520,0.078190,0.492782,3045676023808.000000,0.354069
60282675165,1900.542603,1.570631,0.078130,0.492815,624754032640.000000,0.208816
60282675169,1900.920654,1.570559,0.078136,0.492928,663801167872.000000,0.213078
60282675168,1901.387085,1.570536,0.078150,0.493067,3748524457984.000000,0.379443
60282675167,1900.508057,1.570786,0.078427,0.492804,3553288781824.000000,0.372738
60282675173,1901.024780,1.570442,0.078607,0.492959,134400222167040.000000,1.251199
60282675172,1900.586792,1.570456,0.079705,0.492828,1015225384960.000000,0.245498
60282635261,1905.971313,1.570423,0.079079,0.494436,741895438336.000000,0.221127
60282675161,1898.806885,1.570747,0.081687,0.492296,25146351943680.000000,0.715624
60282635143,1891.195923,1.570532,0.088806,0.490026,819989708800.000000,0.228628
60282635144,1890.916260,1.570770,0.089954,0.489943,507612692480.000000,0.194852
60282675207,1897.999878,1.570306,0.087659,0.492055,468565557248.000000,0.189722
60282675446,1897.142700,1.570322,0.093909,0.491799,1327602335744.000000,0.268462
